id,created_at,product_id,product_name,product_sku,category,supplier_id,supplier_name,warehouse_location,shelf_location,quantity_on_hand,quantity_reserved,quantity_available,ventas_diarias,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,stock_status,last_order_date,last_stock_count_date,batch_number,last_updated_at,notes,is_active,created_by_id
521a5257-0d4f-46d6-9988-9041bcb82cb6,10/30/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,9,0,9,0,29,38,48,39,0.14,650.0,5850.0,3,10/02/2024,10/23/2024,BATCH-202410-9935,10/30/2024 01:11,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
2d0a08d1-2906-4f01-9226-6fdbd8d46b53,10/31/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,9,1,8,0,6,19,27,18,0.14,650.0,5850.0,4,10/02/2024,10/17/2024,BATCH-202410-9935,10/31/2024 01:14,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
946e9eca-7079-4ab2-bc05-ba4e14c18e41,11/01/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,9,1,8,0,12,21,33,24,0.14,650.0,5850.0,3,10/02/2024,10/02/2024,BATCH-202410-9935,11/01/2024 00:30,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
f4324329-4a01-4ae9-be32-1ebf61395116,11/02/2024 00:00,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,2,PROV-001,TechDistributor SA,Warehouse C,A2,9,1,8,0,6,18,32,23,0.14,650.0,5850.0,4,10/02/2024,10/26/2024,BATCH-202410-9935,11/02/2024 01:51,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
bbbcbb65-b8d3-4cc8-87d4-707d5a8c064e,10/20/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,157,15,142,0,6,26,34,0,,99.99,15698.43,1,09/11/2024,10/13/2024,BATCH-202410-5315,10/20/2024 00:05,,True,fdbc778a-15ef-463f-a839-4854f851c325
eaa3eb71-6094-49e2-9868-5dee82f967d6,10/21/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,156,14,142,1,12,24,54,0,1.0,99.99,15598.44,1,09/11/2024,09/21/2024,BATCH-202410-5315,10/21/2024 01:38,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
f784df04-b6f0-42ce-8090-d13755030e29,10/22/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,156,4,152,0,7,27,53,0,0.5,99.99,15598.44,1,09/11/2024,09/22/2024,BATCH-202410-5315,10/22/2024 00:39,,True,fc996568-7d1b-4237-be35-22af37be66e9
ebd17d26-e982-4967-baa4-58cf9c4e6771,10/23/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,151,21,130,5,6,24,35,0,2.0,99.99,15098.49,1,09/11/2024,10/16/2024,BATCH-202410-5315,10/23/2024 00:20,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
0450ef8c-a79c-4ea8-afb5-1d13c85c2de5,10/24/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,150,1,149,1,15,26,46,0,1.75,99.99,14998.5,1,09/11/2024,09/24/2024,BATCH-202410-5315,10/24/2024 01:58,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
2d2f6f6d-8f78-4367-bdcb-d9cb041ecacf,10/25/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,149,37,112,1,7,15,32,0,1.6,99.99,14898.51,1,09/11/2024,10/18/2024,BATCH-202410-5315,10/25/2024 00:15,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
274a50ae-b5e5-4879-a603-d932d4fb2a3b,10/26/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,149,35,114,0,21,29,46,0,1.33,99.99,14898.51,1,09/11/2024,10/12/2024,BATCH-202410-5315,10/26/2024 00:31,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
2d703728-5060-4f65-abc2-cea596a2ce49,10/27/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,149,14,135,0,12,30,69,0,1.14,99.99,14898.51,1,09/11/2024,10/20/2024,BATCH-202410-5315,10/27/2024 00:11,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
a3918b2e-8287-4020-bdb4-8f5780aa48a6,10/28/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,149,37,112,0,13,29,62,0,1.0,99.99,14898.51,1,09/11/2024,09/28/2024,BATCH-202410-5315,10/28/2024 01:39,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
1fc49729-bfee-4487-8b45-55a3d6d7ad9f,10/29/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,145,14,131,4,26,44,57,0,1.57,99.99,14498.55,1,09/11/2024,09/29/2024,BATCH-202410-5315,10/29/2024 00:22,,True,fdbc778a-15ef-463f-a839-4854f851c325
0709eb28-b5ba-4cb0-adb5-0c78125cb9ce,10/30/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,145,0,145,0,20,38,70,0,0.86,99.99,14498.55,1,09/11/2024,10/16/2024,BATCH-202410-5315,10/30/2024 00:28,,True,fdbc778a-15ef-463f-a839-4854f851c325
02ef7071-d6f8-4ddf-8951-8ab6fc23697b,10/31/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,145,4,141,0,11,30,46,0,0.71,99.99,14498.55,1,09/11/2024,10/01/2024,BATCH-202410-5315,10/31/2024 00:26,,True,fc996568-7d1b-4237-be35-22af37be66e9
dca1bdce-1722-4a50-a494-899f51795a7e,11/01/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,142,45,97,3,22,28,50,0,1.0,99.99,14198.58,1,09/11/2024,10/02/2024,BATCH-202410-5315,11/01/2024 01:24,,True,fc996568-7d1b-4237-be35-22af37be66e9
85be0df8-1670-40b2-bf01-d6dfedcb9b7b,11/02/2024 00:00,PROD-002,Mouse Logitech MX Master 3,MOU-LOG-003,0,PROV-002,ElectroSupply Corp,Warehouse B,C2,142,40,102,0,9,17,51,0,1.0,99.99,14198.58,1,09/11/2024,10/19/2024,BATCH-202410-5315,11/02/2024 00:16,,True,fc996568-7d1b-4237-be35-22af37be66e9
f2373a31-bad9-4c0f-a7bb-bf2923f850ba,10/20/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,130,4,126,0,7,21,42,0,,149.99,19498.7,1,09/16/2024,10/13/2024,BATCH-202410-8454,10/20/2024 00:05,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
40afde0c-9111-405f-b8fc-bf726b375581,10/21/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,130,0,130,0,12,20,28,0,0.0,149.99,19498.7,1,09/16/2024,10/07/2024,BATCH-202410-8454,10/21/2024 00:55,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
3ec1cd84-d7c5-420e-be13-4e4336850e16,10/22/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,130,29,101,0,16,25,35,0,0.0,149.99,19498.7,1,09/16/2024,09/22/2024,BATCH-202410-8454,10/22/2024 01:25,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
42c1622d-7e22-4e59-b632-39291dc22f6c,10/23/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,128,39,89,2,14,27,59,0,0.67,149.99,19198.72,1,09/16/2024,10/09/2024,BATCH-202410-8454,10/23/2024 00:28,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
091e7f28-d95a-402a-9fda-5a7b587faebe,10/24/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,123,36,87,5,10,18,40,0,1.75,149.99,18448.77,1,09/16/2024,09/24/2024,BATCH-202410-8454,10/24/2024 00:08,,True,fdbc778a-15ef-463f-a839-4854f851c325
a8eb674a-4d97-4a09-9779-7489833bd4cd,10/25/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,116,6,110,7,19,27,34,0,2.8,149.99,17398.84,1,09/16/2024,09/25/2024,BATCH-202410-8454,10/25/2024 01:02,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
48a2cbef-36e2-4b3d-ba91-4ad8fb574d39,10/26/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,116,4,112,0,22,31,36,0,2.33,149.99,17398.84,1,09/16/2024,10/19/2024,BATCH-202410-8454,10/26/2024 00:08,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
4bbe44bd-19be-47c1-a7cf-dab7df166124,10/27/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,106,34,72,10,27,40,66,0,3.43,149.99,15898.94,1,09/16/2024,10/20/2024,BATCH-202410-8454,10/27/2024 00:09,,True,3a53a77e-9bb5-41c6-8d95-acc4b4a730b4
2615dbef-26b2-49cb-a636-66111cfab269,10/28/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,105,13,92,1,14,28,41,0,3.57,149.99,15748.95,1,09/16/2024,10/21/2024,BATCH-202410-8454,10/28/2024 00:52,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
5b583f6c-e464-49d7-b53f-31e24b480745,10/29/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,105,32,73,0,24,35,56,0,3.57,149.99,15748.95,1,09/16/2024,10/22/2024,BATCH-202410-8454,10/29/2024 01:15,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
0ecf133d-a6b2-45b1-a9d6-ce12c1c2d24d,10/30/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,98,16,82,7,30,45,60,0,4.29,149.99,14699.02,1,09/16/2024,10/16/2024,BATCH-202410-8454,10/30/2024 01:25,,True,fdbc778a-15ef-463f-a839-4854f851c325
1fa4d58a-da21-4b67-ab15-e29917594b50,10/31/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,95,8,87,3,25,36,69,0,4.0,149.99,14249.05,1,09/16/2024,10/17/2024,BATCH-202410-8454,10/31/2024 00:27,,True,fc996568-7d1b-4237-be35-22af37be66e9
557a6cad-0ad0-4c6a-9ae0-cb47c2f45556,11/01/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,91,29,62,4,21,34,74,0,3.57,149.99,13649.09,1,09/16/2024,10/18/2024,BATCH-202410-8454,11/01/2024 00:51,,True,fdbc778a-15ef-463f-a839-4854f851c325
98488278-8a44-4ee1-ae1b-49202a6252a0,11/02/2024 00:00,PROD-003,Teclado Mecánico Corsair K70,TEC-COR-005,0,PROV-003,GlobalTech Imports,Warehouse A,D1,90,11,79,1,5,25,57,0,3.71,149.99,13499.1,1,09/16/2024,10/19/2024,BATCH-202410-8454,11/02/2024 00:41,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
d26b3f72-d33a-460f-ab68-f4f914d8ec27,10/20/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,3,7,0,7,24,49,39,,480.0,4800.0,4,09/25/2024,10/13/2024,BATCH-202410-7658,10/20/2024 00:05,,True,3a53a77e-9bb5-41c6-8d95-acc4b4a730b4
79120cab-5d3c-4831-bfbf-fba72b528125,10/21/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,2,8,0,26,40,74,64,0.0,480.0,4800.0,3,09/25/2024,09/21/2024,BATCH-202410-7658,10/21/2024 01:36,,True,fdbc778a-15ef-463f-a839-4854f851c325
7bb661a8-4ba4-4fd1-889b-4c875584eb26,10/22/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,2,8,0,15,24,57,47,0.0,480.0,4800.0,3,09/25/2024,10/15/2024,BATCH-202410-7658,10/22/2024 01:43,,True,fdbc778a-15ef-463f-a839-4854f851c325
3bc501f5-5fc7-400b-b185-f1d0ee81fbd2,10/23/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,3,7,0,24,35,68,58,0.0,480.0,4800.0,3,09/25/2024,10/16/2024,BATCH-202410-7658,10/23/2024 00:23,,True,fdbc778a-15ef-463f-a839-4854f851c325
bf636d4e-d738-41bd-b525-7ee107736b3d,10/24/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,0,10,0,15,33,51,41,0.0,480.0,4800.0,3,09/25/2024,10/10/2024,BATCH-202410-7658,10/24/2024 01:43,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
fbcdfab4-83ec-44b0-b99e-34a9f2fd0d82,10/25/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,3,7,0,26,43,80,70,0.0,480.0,4800.0,3,09/25/2024,10/18/2024,BATCH-202410-7658,10/25/2024 00:35,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
889526f6-7193-4557-9ee0-c5d54ec29e0a,10/26/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,1,9,0,8,18,53,43,0.0,480.0,4800.0,4,09/25/2024,10/12/2024,BATCH-202410-7658,10/26/2024 01:52,,True,fdbc778a-15ef-463f-a839-4854f851c325
e9bc85db-6cff-40fc-976c-2597b1ff5fe7,10/27/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,2,8,0,28,42,57,47,0.0,480.0,4800.0,3,09/25/2024,10/20/2024,BATCH-202410-7658,10/27/2024 01:45,,True,fc996568-7d1b-4237-be35-22af37be66e9
6dbd22d3-ede4-45fc-b6ec-559696c68d43,10/28/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,0,10,0,14,31,41,31,0.0,480.0,4800.0,3,09/25/2024,10/21/2024,BATCH-202410-7658,10/28/2024 00:29,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
936b2fa4-290b-42a8-9f82-780260de4412,10/29/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,3,7,0,21,26,49,39,0.0,480.0,4800.0,3,09/25/2024,10/15/2024,BATCH-202410-7658,10/29/2024 00:36,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
6cfd0b4b-a3d5-4b4f-b472-99cf5110bc88,10/30/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,0,10,0,14,28,65,55,0.0,480.0,4800.0,3,09/25/2024,10/16/2024,BATCH-202410-7658,10/30/2024 00:45,,True,fc996568-7d1b-4237-be35-22af37be66e9
0427e62d-a446-4c28-a7c3-e7df52c14fac,10/31/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,1,9,0,26,40,66,56,0.0,480.0,4800.0,3,09/25/2024,10/01/2024,BATCH-202410-7658,10/31/2024 00:43,,True,fc996568-7d1b-4237-be35-22af37be66e9
74c8c269-c26c-4911-bf36-adabc8aeb53a,11/01/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,2,8,0,18,29,39,29,0.0,480.0,4800.0,3,09/25/2024,10/18/2024,BATCH-202410-7658,11/01/2024 00:23,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
7cd00195-adcb-497e-8596-84a7e0308961,11/02/2024 00:00,PROD-004,Monitor LG UltraWide 34'',MON-LG-002,2,PROV-004,CompuWholesale Ltd,Warehouse B,C2,10,3,7,0,15,33,53,43,0.0,480.0,4800.0,3,09/25/2024,10/26/2024,BATCH-202410-7658,11/02/2024 00:14,,True,fdbc778a-15ef-463f-a839-4854f851c325
4130d3ce-ce1c-418b-87f2-d1b86d446efb,10/20/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,13,48,0,5,17,27,0,,349.99,21349.39,1,08/30/2024,10/13/2024,BATCH-202410-2746,10/20/2024 00:05,,True,3a53a77e-9bb5-41c6-8d95-acc4b4a730b4
1044a7dd-a6a5-4a6d-9400-7daf6bc5fdca,10/21/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,10,51,0,16,29,61,0,0.0,349.99,21349.39,1,08/30/2024,10/07/2024,BATCH-202410-2746,10/21/2024 00:29,,True,fc996568-7d1b-4237-be35-22af37be66e9
f89df7b0-27c9-41a2-af72-4712271165bb,10/22/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,17,44,0,14,32,45,0,0.0,349.99,21349.39,1,08/30/2024,09/22/2024,BATCH-202410-2746,10/22/2024 01:00,,True,3a53a77e-9bb5-41c6-8d95-acc4b4a730b4
2ebc3071-3fe7-437b-bd23-bdcbfc1f298d,10/23/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,14,47,0,29,49,83,22,0.0,349.99,21349.39,1,08/30/2024,10/16/2024,BATCH-202410-2746,10/23/2024 00:59,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
32c5cf47-cf70-4062-97ce-4efe79d5e269,10/24/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,13,48,0,17,22,38,0,0.0,349.99,21349.39,1,08/30/2024,09/24/2024,BATCH-202410-2746,10/24/2024 01:12,,True,fc996568-7d1b-4237-be35-22af37be66e9
58d981fa-c5f4-4201-a772-d10d06020c7b,10/25/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,1,60,0,18,35,43,0,0.0,349.99,21349.39,1,08/30/2024,10/11/2024,BATCH-202410-2746,10/25/2024 01:19,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
d2980a1f-bc24-4956-bdc8-bf0139745535,10/26/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,6,55,0,22,37,58,0,0.0,349.99,21349.39,1,08/30/2024,10/12/2024,BATCH-202410-2746,10/26/2024 01:47,,True,70d1fa10-a084-4b8b-9ae5-1357702c364d
91a7851d-e5e6-40d9-91e5-55ccb8ca5a49,10/27/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,13,48,0,28,45,74,13,0.0,349.99,21349.39,1,08/30/2024,10/20/2024,BATCH-202410-2746,10/27/2024 01:36,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
1655aaef-d434-4ac2-bf4b-20ff41bf904f,10/28/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,12,49,0,28,38,63,2,0.0,349.99,21349.39,1,08/30/2024,10/21/2024,BATCH-202410-2746,10/28/2024 01:48,,True,3a53a77e-9bb5-41c6-8d95-acc4b4a730b4
5012a6cd-249b-4896-9166-b4bad068cc2b,10/29/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,18,43,0,22,41,59,0,0.0,349.99,21349.39,1,08/30/2024,09/29/2024,BATCH-202410-2746,10/29/2024 01:03,,True,fdbc778a-15ef-463f-a839-4854f851c325
70f0c066-deb4-45cf-b3ab-b3fa5cbb37e9,10/30/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,61,0,61,0,30,39,73,12,0.0,349.99,21349.39,1,08/30/2024,10/23/2024,BATCH-202410-2746,10/30/2024 01:32,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
d8782195-6e2a-4f1c-8f1f-d58639cdc8be,10/31/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,58,18,40,3,24,29,54,0,0.43,349.99,20299.42,1,08/30/2024,10/17/2024,BATCH-202410-2746,10/31/2024 01:55,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
f7ed2496-612d-40be-9141-eb54b67b78f7,11/01/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,53,12,41,5,12,29,55,2,1.14,349.99,18549.47,1,08/30/2024,10/25/2024,BATCH-202410-2746,11/01/2024 00:50,,True,c833de6f-27d9-4722-b599-c90f2ad8b0cc
9cc92d42-e75f-4d26-94d6-90ff69413913,11/02/2024 00:00,PROD-005,Auriculares Sony WH-1000XM5,AUR-SON-008,1,PROV-001,TechDistributor SA,Warehouse C,D1,53,15,38,0,20,25,54,1,1.14,349.99,18549.47,1,08/30/2024,10/26/2024,BATCH-202410-2746,11/02/2024 00:54,,True,fdbc778a-15ef-463f-a839-4854f851c325
