id,created_at,product_id,product_name,product_sku,supplier_id,supplier_name,warehouse_location,shelf_location,quantity_on_hand,quantity_reserved,quantity_available,ventas_diarias,minimum_stock_level,reorder_point,optimal_stock_level,reorder_quantity,average_daily_usage,unit_cost,total_value,stock_status,last_order_date,last_stock_count_date,batch_number,last_updated_at,notes,is_active,created_by_id
b76eb8aa-f7eb-482d-80d1-bb175768fb7a,3/11/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,119,8,111,5,15,44,69,0,1.29,650,77350,1,2/22/2024,2/26/2024,BATCH-202403-9935,3/11/2024 0:11,,True,25e46428-4689-4952-9297-2d0da56433de
ae994ede-347a-451c-b376-a6bf24891b1a,3/12/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,119,2,117,0,27,42,75,0,0.71,650,77350,1,2/22/2024,2/27/2024,BATCH-202403-9935,3/12/2024 1:22,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
8bdafe3b-ef68-492c-a497-c63e856dc6bf,3/13/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,113,2,111,6,38,62,95,0,1.57,650,73450,1,2/22/2024,2/28/2024,BATCH-202403-9935,3/13/2024 0:27,Venta significativa registrada,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
9fee0bbc-3bfa-4941-b09a-b2d4bf911304,3/14/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,113,19,94,0,37,48,82,0,1.57,650,73450,1,2/22/2024,3/7/2024,BATCH-202403-9935,3/14/2024 1:18,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
6cd2a089-cb73-4c5b-91b5-7d2348031a80,3/15/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,113,31,82,0,41,64,110,0,1.57,650,73450,1,2/22/2024,3/1/2024,BATCH-202403-9935,3/15/2024 0:49,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
7fcf263d-5537-4b20-93bc-f27e99c53c69,3/16/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,113,7,106,0,48,69,81,0,1.57,650,73450,1,2/22/2024,3/9/2024,BATCH-202403-9935,3/16/2024 1:28,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
c005147a-3579-49ab-8770-ac0ed6c29eda,3/17/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,113,6,107,0,38,55,103,0,1.57,650,73450,1,2/22/2024,3/10/2024,BATCH-202403-9935,3/17/2024 1:44,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
b0fface6-04f6-44e3-aafa-b3e6f2c0cdab,3/18/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,113,15,98,0,36,60,79,0,0.86,650,73450,1,2/22/2024,2/17/2024,BATCH-202403-9935,3/18/2024 1:53,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
431fa0f4-da10-49a2-be5a-1c645723db9a,3/19/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,34,73,6,27,56,94,0,1.71,650,69550,1,2/22/2024,3/5/2024,BATCH-202403-9935,3/19/2024 0:51,Venta significativa registrada,True,25e46428-4689-4952-9297-2d0da56433de
15f5f8d4-db34-48c1-a5a7-07c8d437e021,3/20/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,8,99,0,23,42,75,0,0.86,650,69550,1,2/22/2024,3/13/2024,BATCH-202403-9935,3/20/2024 0:32,,True,23750e96-25bf-45f7-bc5a-82371ad67fe9
500f2cd3-a9f4-44fe-9240-597b10b155b6,3/21/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,24,83,0,42,66,99,0,0.86,650,69550,1,2/22/2024,3/7/2024,BATCH-202403-9935,3/21/2024 1:55,,True,25e46428-4689-4952-9297-2d0da56433de
b14cc222-d6f0-4c65-82d6-6c65758d26ce,3/22/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,29,78,0,17,34,72,0,0.86,650,69550,1,2/22/2024,3/15/2024,BATCH-202403-9935,3/22/2024 1:06,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
7841a59e-cf83-4428-8218-606b695dccd0,3/23/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,23,84,0,32,59,73,0,0.86,650,69550,1,2/22/2024,3/16/2024,BATCH-202403-9935,3/23/2024 1:21,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
1e8f8d34-b26f-4f75-992c-d9b199015392,3/24/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,34,73,0,37,54,100,0,0.86,650,69550,1,2/22/2024,3/10/2024,BATCH-202403-9935,3/24/2024 0:49,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
46a915e9-273c-4b10-8bbf-7e7d63514c85,3/25/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,26,81,0,17,36,54,0,0.86,650,69550,1,2/22/2024,2/24/2024,BATCH-202403-9935,3/25/2024 1:51,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
665c7e1c-3e0e-47d9-890f-9ed118b9ca4e,3/26/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,9,98,0,28,53,96,0,0,650,69550,1,2/22/2024,2/25/2024,BATCH-202403-9935,3/26/2024 1:37,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
24d353df-8928-4798-a723-d38abc6f6b84,3/27/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,26,81,0,47,63,96,0,0,650,69550,1,2/22/2024,3/13/2024,BATCH-202403-9935,3/27/2024 0:21,,True,23750e96-25bf-45f7-bc5a-82371ad67fe9
21ed312a-efd9-4e77-88d4-5bc81cae0767,3/28/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,6,101,0,41,62,97,0,0,650,69550,1,2/22/2024,3/14/2024,BATCH-202403-9935,3/28/2024 1:05,,True,23750e96-25bf-45f7-bc5a-82371ad67fe9
f9fcb0ae-7a4d-4364-9add-0fc52cdfc86e,3/29/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,31,76,0,43,71,101,0,0,650,69550,1,2/22/2024,2/28/2024,BATCH-202403-9935,3/29/2024 0:39,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
fa4bbbb6-9f79-48eb-8605-bcb61696b64b,3/30/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,26,81,0,29,53,80,0,0,650,69550,1,2/22/2024,3/16/2024,BATCH-202403-9935,3/30/2024 1:38,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
dc0d6898-7ebf-424f-a86a-8eeee7533f01,3/31/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,107,17,90,0,12,36,61,0,0,650,69550,1,2/22/2024,3/24/2024,BATCH-202403-9935,3/31/2024 1:17,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
3499eb27-a449-4985-87ed-a1a1278d1241,4/1/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,105,2,103,2,24,43,60,0,0.29,650,68250,1,2/22/2024,3/18/2024,BATCH-202403-9935,4/1/2024 0:31,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
ffca9a1c-b58c-43c8-b76f-ef0f06b48467,4/2/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,105,23,82,0,35,57,68,0,0.29,650,68250,1,2/22/2024,3/26/2024,BATCH-202403-9935,4/2/2024 1:34,,True,25e46428-4689-4952-9297-2d0da56433de
eb17c695-b983-4ff0-9532-a0a64af39da6,4/3/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,103,13,90,2,48,74,95,0,0.57,650,66950,1,2/22/2024,3/27/2024,BATCH-202403-9935,4/3/2024 0:17,,True,25e46428-4689-4952-9297-2d0da56433de
6e94fb1e-d567-4f93-a2ef-3533d5feb86d,4/4/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,103,28,75,0,13,39,80,0,0.57,650,66950,1,2/22/2024,3/5/2024,BATCH-202403-9935,4/4/2024 1:52,,True,25e46428-4689-4952-9297-2d0da56433de
ee65a52e-9565-4ae8-bdcb-fdfc3b0a871c,4/5/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,103,28,75,0,10,33,76,0,0.57,650,66950,1,2/22/2024,3/6/2024,BATCH-202403-9935,4/5/2024 1:29,,True,23750e96-25bf-45f7-bc5a-82371ad67fe9
72c33fe3-b1dd-4366-8c07-8a5f88e32fa9,4/6/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,15,83,5,23,38,72,0,1.29,650,63700,1,2/22/2024,3/7/2024,BATCH-202403-9935,4/6/2024 0:48,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
f94fce15-d74c-4f65-b958-eb8b0c2fd7a0,4/7/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,23,75,0,29,45,90,0,1.29,650,63700,1,2/22/2024,3/31/2024,BATCH-202403-9935,4/7/2024 0:09,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
dcd52f5c-27a2-4c8a-a30e-b7775f9c1e08,4/8/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,6,92,0,23,52,69,0,1,650,63700,1,2/22/2024,4/1/2024,BATCH-202403-9935,4/8/2024 0:01,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
0b451979-df0c-4f21-905d-e395b1102587,4/9/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,23,75,0,18,32,58,0,1,650,63700,1,2/22/2024,4/2/2024,BATCH-202403-9935,4/9/2024 1:51,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
f345d549-e6d5-43de-9bd7-d0802321b3a8,4/10/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,22,76,0,26,44,70,0,0.71,650,63700,1,2/22/2024,3/27/2024,BATCH-202403-9935,4/10/2024 0:28,,True,23750e96-25bf-45f7-bc5a-82371ad67fe9
f6979173-41a5-4dbe-8db2-9673da4ad1fe,4/11/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,3,95,0,28,39,77,0,0.71,650,63700,1,2/22/2024,3/12/2024,BATCH-202403-9935,4/11/2024 1:01,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
b0f27a1f-eb5f-4278-8e69-eadcaa96c34e,4/12/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,25,73,0,30,60,83,0,0.71,650,63700,1,2/22/2024,4/5/2024,BATCH-202403-9935,4/12/2024 0:13,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
414bcf36-1947-47cc-b622-599489a17ee5,4/13/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,17,81,0,17,42,91,0,0,650,63700,1,2/22/2024,3/14/2024,BATCH-202403-9935,4/13/2024 0:07,,True,23750e96-25bf-45f7-bc5a-82371ad67fe9
da9ec2e6-e031-4a7c-8fc3-d9d7c0fd036c,4/14/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,12,86,0,10,31,59,0,0,650,63700,1,2/22/2024,3/31/2024,BATCH-202403-9935,4/14/2024 1:34,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
bf193f18-4204-440a-b054-cef87eb72471,4/15/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,7,91,0,41,68,109,11,0,650,63700,1,2/22/2024,4/8/2024,BATCH-202403-9935,4/15/2024 1:09,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
b5f400fc-3054-434f-a0a1-1e614f8c5368,4/16/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,29,69,0,37,50,72,0,0,650,63700,1,2/22/2024,4/9/2024,BATCH-202403-9935,4/16/2024 1:52,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
01b6ff74-025c-4d05-8332-d645f2419728,4/17/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,5,93,0,21,47,64,0,0,650,63700,1,2/22/2024,3/18/2024,BATCH-202403-9935,4/17/2024 0:13,,True,23750e96-25bf-45f7-bc5a-82371ad67fe9
20e031f1-f671-454e-b3ec-4c5bcb4d07ca,4/18/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,98,13,85,0,18,31,49,0,0,650,63700,1,2/22/2024,4/11/2024,BATCH-202403-9935,4/18/2024 1:59,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
890d3219-9522-42a4-ba7a-a80b03632a87,4/19/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,90,20,70,8,34,53,67,0,1.14,650,58500,1,2/22/2024,4/5/2024,BATCH-202403-9935,4/19/2024 1:03,Venta significativa registrada,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
4ee040be-2c93-4e03-a876-0ba8c211f7b7,4/20/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,90,20,70,0,44,56,94,4,1.14,650,58500,1,2/22/2024,4/13/2024,BATCH-202403-9935,4/20/2024 0:49,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
cfe12ee7-5c1b-40f4-b701-8f301e356e41,4/21/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,90,19,71,0,24,39,60,0,1.14,650,58500,1,2/22/2024,4/7/2024,BATCH-202403-9935,4/21/2024 0:37,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
da5dd6cb-2700-450f-9c93-ef38c0c79b37,4/22/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,90,0,90,0,42,60,98,8,1.14,650,58500,1,2/22/2024,3/23/2024,BATCH-202403-9935,4/22/2024 1:25,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
da2811e5-a57d-40da-a7f0-9c8f9449dead,4/23/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,87,1,86,3,45,69,84,0,1.57,650,56550,1,2/22/2024,4/16/2024,BATCH-202403-9935,4/23/2024 1:15,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
eab9654e-9a13-4528-95b5-52bf7ed6fc33,4/24/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,81,25,56,6,32,58,88,7,2.43,650,52650,1,2/22/2024,4/10/2024,BATCH-202403-9935,4/24/2024 0:08,Venta significativa registrada,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
494b693b-d94a-4d54-98f4-0445baa1cc64,4/25/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,81,10,71,0,14,28,60,0,2.43,650,52650,1,2/22/2024,3/26/2024,BATCH-202403-9935,4/25/2024 0:21,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
c5cb0359-d109-46f2-8d87-f869409df267,4/26/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,81,7,74,0,35,58,72,0,1.29,650,52650,1,2/22/2024,4/19/2024,BATCH-202403-9935,4/26/2024 1:17,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
b2d8ff28-1ba5-4299-9de6-609a1b24145c,4/27/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,81,4,77,0,12,24,69,0,1.29,650,52650,1,2/22/2024,3/28/2024,BATCH-202403-9935,4/27/2024 0:32,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
16970172-e04e-4d15-8617-bf9c2544fea0,4/28/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,74,25,49,7,37,54,98,24,2.29,650,48100,1,2/22/2024,4/21/2024,BATCH-202403-9935,4/28/2024 0:54,Venta significativa registrada,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
c06bcd5a-ffcb-4d7e-97b9-0c372a831a75,4/29/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,74,18,56,0,11,35,63,0,2.29,650,48100,1,2/22/2024,4/15/2024,BATCH-202403-9935,4/29/2024 0:27,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
3b06f47d-7e8a-4d1e-9ee1-de9a239963a6,4/30/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,72,6,66,2,39,60,89,17,2.14,650,46800,1,2/22/2024,4/23/2024,BATCH-202403-9935,4/30/2024 1:26,,True,25e46428-4689-4952-9297-2d0da56433de
9f332943-4407-422b-ae13-f94783b4eebf,5/1/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,72,2,70,0,14,24,44,0,1.29,650,46800,1,2/22/2024,4/24/2024,BATCH-202403-9935,5/1/2024 0:02,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
9eb4681c-65a8-4a5a-b9a5-3bc9579c6fdb,5/2/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,72,24,48,0,30,53,103,31,1.29,650,46800,1,2/22/2024,4/25/2024,BATCH-202403-9935,5/2/2024 1:09,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
7b6a23bb-050a-49d7-9e90-10f9edac81c8,5/3/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,69,17,52,3,46,57,78,9,1.71,650,44850,1,2/22/2024,4/26/2024,BATCH-202403-9935,5/3/2024 1:53,,True,25e46428-4689-4952-9297-2d0da56433de
d41f43a1-08a7-4667-860f-f832074713bf,5/4/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,63,6,57,6,37,59,92,29,2.57,650,40950,1,2/22/2024,4/20/2024,BATCH-202403-9935,5/4/2024 1:47,Venta significativa registrada,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
518f4d7b-89b6-4c85-bfee-3baefb15f515,5/5/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,55,18,37,8,46,72,114,59,2.71,650,35750,4,2/22/2024,4/5/2024,BATCH-202403-9935,5/5/2024 1:08,Venta significativa registrada,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
60b78399-ebc7-4ac5-b289-7306546952e8,5/6/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,55,6,49,0,35,56,80,25,2.71,650,35750,4,2/22/2024,4/6/2024,BATCH-202403-9935,5/6/2024 0:14,,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
34dc0daa-6808-490c-a3a5-b9b4ed7f8330,5/7/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,50,7,43,5,50,67,84,34,3.14,650,32500,4,2/22/2024,4/30/2024,BATCH-202403-9935,5/7/2024 1:36,,True,25e46428-4689-4952-9297-2d0da56433de
26f2016e-be8c-44eb-91b0-af46220974a8,5/8/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,47,10,37,3,36,58,80,33,3.57,650,30550,4,2/22/2024,4/8/2024,BATCH-202403-9935,5/8/2024 0:44,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
26c0d80e-008d-484b-a9d4-69dfab084bc4,5/9/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,47,4,43,0,28,40,58,11,3.57,650,30550,1,2/22/2024,5/2/2024,BATCH-202403-9935,5/9/2024 0:12,,True,f8835b5f-52d7-440c-8ba9-8d87645f7f61
de865483-c23a-4cfa-9259-2bc755783702,5/10/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,129,38,91,0,17,38,63,0,3.14,650,83850,1,5/10/2024,4/10/2024,BATCH-202405-3143,5/10/2024 0:34,Reabastecimiento urgente,True,b26beecc-a5ff-43fc-bf1d-f263e866ae8d
deb6189f-8386-43f7-a03c-ba8c3b5ae09d,5/11/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,129,0,129,0,35,52,93,0,2.29,650,83850,1,5/10/2024,4/11/2024,BATCH-202405-3143,5/11/2024 0:02,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
2a2b9156-85a9-408e-9092-272b0007ee60,5/12/2024,PROD-001,Laptop Dell Inspiron 15,LAP-DELL-001,PROV-001,TechDistributor SA,Warehouse A,A1,129,17,112,0,11,21,32,0,1.14,650,83850,1,5/10/2024,5/5/2024,BATCH-202405-3143,5/12/2024 1:10,,True,a012d1b8-2f66-4ebe-9e79-850e0ff3c1de
