product_id,created_at,category,quantity_available,quantity_on_hand,quantity_reserved,reorder_point,optimal_stock_level,average_daily_usage,stock_status,anio,mes,dia_semana,fin_de_semana
PROD-001,2024-08-22,2,4,6,2,27,52,0.43,3,2024,8,3,0
PROD-001,2024-08-23,2,5,6,1,37,51,0.43,3,2024,8,4,0
PROD-001,2024-08-24,2,4,6,2,27,37,0.0,3,2024,8,5,1
PROD-001,2024-08-25,2,5,6,1,15,35,0.0,4,2024,8,6,1
PROD-001,2024-08-26,2,5,6,1,38,65,0.0,3,2024,8,0,0
PROD-001,2024-08-27,2,6,6,0,32,62,0.0,3,2024,8,1,0
PROD-001,2024-08-28,2,5,6,1,33,70,0.0,3,2024,8,2,0
PROD-001,2024-08-29,2,4,6,2,41,49,0.0,3,2024,8,3,0
PROD-001,2024-08-30,2,4,6,2,32,56,0.0,3,2024,8,4,0
PROD-001,2024-08-31,2,6,6,0,29,50,0.0,3,2024,8,5,1
PROD-001,2024-09-01,2,5,6,1,33,49,0.0,3,2024,9,6,1
PROD-001,2024-09-02,2,6,6,0,32,38,0.0,3,2024,9,0,0
PROD-001,2024-09-03,2,5,6,1,21,51,0.0,3,2024,9,1,0
PROD-001,2024-09-04,2,6,6,0,30,63,0.0,3,2024,9,2,0
PROD-001,2024-09-05,2,5,6,1,34,74,0.0,3,2024,9,3,0
PROD-001,2024-09-06,2,5,6,1,40,80,0.0,3,2024,9,4,0
PROD-001,2024-09-07,2,6,6,0,14,34,0.0,3,2024,9,5,1
PROD-001,2024-09-08,2,1,1,0,33,44,0.71,3,2024,9,6,1
PROD-001,2024-09-09,2,1,1,0,22,56,0.71,3,2024,9,0,0
PROD-001,2024-09-10,2,5,5,0,15,26,1.29,3,2024,9,1,0
PROD-001,2024-09-11,2,4,5,1,27,40,1.29,3,2024,9,2,0
PROD-001,2024-09-12,2,4,5,1,43,55,1.29,3,2024,9,3,0
PROD-001,2024-09-13,2,4,5,1,19,24,1.29,3,2024,9,4,0
PROD-001,2024-09-14,2,5,5,0,16,24,1.29,3,2024,9,5,1
PROD-001,2024-09-15,2,5,5,0,25,44,0.57,3,2024,9,6,1
PROD-001,2024-09-16,2,4,5,1,27,40,0.57,3,2024,9,0,0
PROD-001,2024-09-17,2,4,5,1,36,53,0.0,3,2024,9,1,0
PROD-001,2024-09-18,2,1,1,0,39,69,0.57,3,2024,9,2,0
PROD-001,2024-09-19,2,1,1,0,42,70,0.57,3,2024,9,3,0
PROD-001,2024-09-20,2,1,1,0,25,35,0.57,3,2024,9,4,0
PROD-001,2024-09-21,2,1,1,0,19,40,0.57,3,2024,9,5,1
PROD-001,2024-09-22,2,1,1,0,28,37,0.57,3,2024,9,6,1
PROD-001,2024-09-23,2,1,1,0,40,46,0.57,3,2024,9,0,0
PROD-001,2024-09-24,2,1,1,0,39,48,0.57,3,2024,9,1,0
PROD-001,2024-09-25,2,11,11,0,41,58,1.43,3,2024,9,2,0
PROD-001,2024-09-26,2,11,11,0,45,78,1.43,3,2024,9,3,0
PROD-001,2024-09-27,2,8,11,3,31,44,1.43,3,2024,9,4,0
PROD-001,2024-09-28,2,8,11,3,33,43,1.43,3,2024,9,5,1
PROD-001,2024-09-29,2,10,11,1,30,56,1.43,4,2024,9,6,1
PROD-001,2024-09-30,2,10,11,1,38,50,1.43,3,2024,9,0,0
PROD-001,2024-10-01,2,9,11,2,28,35,1.43,4,2024,10,1,0
PROD-001,2024-10-02,2,11,11,0,20,54,0.0,3,2024,10,2,0
PROD-001,2024-10-03,2,11,11,0,25,33,0.0,3,2024,10,3,0
PROD-001,2024-10-04,2,9,11,2,16,31,0.0,4,2024,10,4,0
PROD-001,2024-10-05,2,8,11,3,24,56,0.0,4,2024,10,5,1
PROD-001,2024-10-06,2,8,11,3,18,48,0.0,4,2024,10,6,1
PROD-001,2024-10-07,2,9,11,2,36,72,0.0,3,2024,10,0,0
PROD-001,2024-10-08,2,11,11,0,18,24,0.0,4,2024,10,1,0
PROD-001,2024-10-09,2,11,11,0,44,73,0.0,3,2024,10,2,0
PROD-001,2024-10-10,2,8,11,3,44,76,0.0,3,2024,10,3,0
PROD-001,2024-10-11,2,10,11,1,31,47,0.0,3,2024,10,4,0
PROD-001,2024-10-12,2,9,11,2,31,58,0.0,3,2024,10,5,1
PROD-001,2024-10-13,2,9,11,2,35,53,0.0,3,2024,10,6,1
PROD-001,2024-10-14,2,8,11,3,37,53,0.0,3,2024,10,0,0
PROD-001,2024-10-15,2,9,11,2,47,69,0.0,3,2024,10,1,0
PROD-001,2024-10-16,2,11,11,0,26,48,0.0,4,2024,10,2,0
PROD-001,2024-10-17,2,8,11,3,34,67,0.0,3,2024,10,3,0
PROD-001,2024-10-18,2,11,11,0,29,43,0.0,3,2024,10,4,0
PROD-001,2024-10-19,2,10,11,1,30,37,0.0,3,2024,10,5,1
PROD-001,2024-10-20,2,9,11,2,31,51,0.0,3,2024,10,6,1
PROD-001,2024-10-21,2,8,10,2,45,68,0.14,3,2024,10,0,0
PROD-001,2024-10-22,2,10,10,0,33,69,0.14,3,2024,10,1,0
PROD-001,2024-10-23,2,7,10,3,27,58,0.14,3,2024,10,2,0
PROD-001,2024-10-24,2,7,10,3,33,73,0.14,3,2024,10,3,0
PROD-001,2024-10-25,2,8,10,2,29,64,0.14,3,2024,10,4,0
PROD-001,2024-10-26,2,10,10,0,34,42,0.14,3,2024,10,5,1
PROD-001,2024-10-27,2,9,10,1,31,41,0.14,3,2024,10,6,1
PROD-001,2024-10-28,2,10,10,0,22,44,0.0,3,2024,10,0,0
PROD-001,2024-10-29,2,7,10,3,25,54,0.0,3,2024,10,1,0
PROD-001,2024-10-30,2,8,10,2,30,43,0.0,3,2024,10,2,0
PROD-001,2024-10-31,2,8,10,2,29,60,0.0,3,2024,10,3,0
PROD-001,2024-11-01,2,8,10,2,30,47,0.0,3,2024,11,4,0
PROD-001,2024-11-02,2,9,10,1,35,73,0.0,3,2024,11,5,1
PROD-001,2024-11-03,2,9,10,1,17,37,0.0,4,2024,11,6,1
PROD-001,2024-11-04,2,7,10,3,47,86,0.0,3,2024,11,0,0
PROD-001,2024-11-05,2,10,10,0,46,52,0.0,3,2024,11,1,0
PROD-001,2024-11-06,2,10,10,0,29,58,0.0,3,2024,11,2,0
PROD-001,2024-11-07,2,10,10,0,46,73,0.0,3,2024,11,3,0
PROD-001,2024-11-08,2,9,10,1,33,68,0.0,3,2024,11,4,0
PROD-001,2024-11-09,2,8,10,2,21,60,0.0,3,2024,11,5,1
PROD-001,2024-11-10,2,7,10,3,36,72,0.0,3,2024,11,6,1
PROD-001,2024-11-11,2,7,10,3,25,52,0.0,3,2024,11,0,0
PROD-001,2024-11-12,2,9,10,1,28,65,0.0,3,2024,11,1,0
PROD-001,2024-11-13,2,9,10,1,26,51,0.0,4,2024,11,2,0
PROD-001,2024-11-14,2,8,10,2,37,66,0.0,3,2024,11,3,0
PROD-001,2024-11-15,2,8,10,2,21,43,0.0,3,2024,11,4,0
PROD-001,2024-11-16,2,9,10,1,38,54,0.0,3,2024,11,5,1
PROD-001,2024-11-17,2,7,10,3,24,30,0.0,4,2024,11,6,1
PROD-001,2024-11-18,2,8,10,2,24,49,0.0,4,2024,11,0,0
PROD-001,2024-11-19,2,8,10,2,19,38,0.0,3,2024,11,1,0
PROD-001,2024-11-20,2,7,10,3,38,44,0.0,3,2024,11,2,0
PROD-001,2024-11-21,2,8,10,2,28,50,0.0,3,2024,11,3,0
PROD-001,2024-11-22,2,7,10,3,43,51,0.0,3,2024,11,4,0
PROD-001,2024-11-23,2,10,10,0,37,72,0.0,3,2024,11,5,1
PROD-001,2024-11-24,2,8,10,2,29,67,0.0,3,2024,11,6,1
PROD-001,2024-11-25,2,8,10,2,31,58,0.0,3,2024,11,0,0
PROD-001,2024-11-26,2,10,10,0,29,48,0.0,4,2024,11,1,0
PROD-001,2024-11-27,2,7,10,3,29,44,0.0,3,2024,11,2,0
PROD-001,2024-11-28,2,8,10,2,35,46,0.0,3,2024,11,3,0
PROD-001,2024-11-29,2,10,10,0,30,50,0.0,3,2024,11,4,0
PROD-001,2024-11-30,2,7,10,3,36,56,0.0,3,2024,11,5,1
PROD-001,2024-12-01,2,8,10,2,43,65,0.0,3,2024,12,6,1
PROD-001,2024-12-02,2,9,10,1,22,61,0.0,3,2024,12,0,0
PROD-001,2024-12-03,2,10,10,0,27,35,0.0,3,2024,12,1,0
PROD-001,2024-12-04,2,7,10,3,27,46,0.0,3,2024,12,2,0
PROD-001,2024-12-05,2,9,10,1,37,66,0.0,3,2024,12,3,0
PROD-001,2024-12-06,2,7,10,3,40,67,0.0,3,2024,12,4,0
PROD-001,2024-12-07,2,9,10,1,21,37,0.0,3,2024,12,5,1
PROD-001,2024-12-08,2,0,0,0,26,42,1.43,2,2024,12,6,1
PROD-001,2024-12-09,2,0,0,0,41,61,1.43,2,2024,12,0,0
PROD-001,2024-12-10,2,0,0,0,34,59,1.43,2,2024,12,1,0
PROD-001,2024-12-11,2,0,0,0,38,65,1.43,2,2024,12,2,0
PROD-001,2024-12-12,2,0,0,0,44,50,1.43,2,2024,12,3,0
PROD-001,2024-12-13,2,0,0,0,48,75,1.43,2,2024,12,4,0
PROD-001,2024-12-14,2,0,0,0,28,42,1.43,2,2024,12,5,1
PROD-001,2024-12-15,2,0,0,0,27,44,0.0,2,2024,12,6,1
PROD-001,2024-12-16,2,0,0,0,23,59,0.0,2,2024,12,0,0
PROD-001,2024-12-17,2,0,0,0,44,83,0.0,2,2024,12,1,0
PROD-001,2024-12-18,2,0,0,0,36,60,0.0,2,2024,12,2,0
PROD-001,2024-12-19,2,0,0,0,35,51,0.0,2,2024,12,3,0
PROD-001,2024-12-20,2,0,0,0,21,57,0.0,2,2024,12,4,0
PROD-001,2024-12-21,2,12,12,0,27,34,1.71,4,2024,12,5,1
PROD-001,2024-12-22,2,11,12,1,36,46,1.71,3,2024,12,6,1
PROD-001,2024-12-23,2,8,12,4,34,42,1.71,3,2024,12,0,0
PROD-001,2024-12-24,2,11,12,1,34,53,1.71,3,2024,12,1,0
PROD-001,2024-12-25,2,8,12,4,16,35,1.71,4,2024,12,2,0
PROD-001,2024-12-26,2,10,12,2,41,47,1.71,3,2024,12,3,0
PROD-001,2024-12-27,2,9,12,3,38,76,1.71,3,2024,12,4,0
PROD-001,2024-12-28,2,8,12,4,22,57,0.0,4,2024,12,5,1
PROD-001,2024-12-29,2,9,12,3,28,33,0.0,3,2024,12,6,1
PROD-001,2024-12-30,2,10,12,2,25,51,0.0,4,2024,12,0,0
PROD-001,2024-12-31,2,11,12,1,15,32,0.0,4,2024,12,1,0
PROD-001,2025-01-01,2,9,12,3,38,51,0.0,3,2025,1,2,0
PROD-001,2025-01-02,2,8,12,4,17,43,0.0,4,2025,1,3,0
PROD-001,2025-01-03,2,10,12,2,45,61,0.0,3,2025,1,4,0
PROD-001,2025-01-04,2,8,12,4,23,48,0.0,4,2025,1,5,1
PROD-001,2025-01-05,2,10,12,2,28,36,0.0,3,2025,1,6,1
PROD-001,2025-01-06,2,10,12,2,18,24,0.0,4,2025,1,0,0
PROD-001,2025-01-07,2,8,12,4,36,50,0.0,3,2025,1,1,0
PROD-001,2025-01-08,2,8,11,3,23,37,0.14,3,2025,1,2,0
PROD-001,2025-01-09,2,10,11,1,13,25,0.14,4,2025,1,3,0
PROD-001,2025-01-10,2,10,11,1,43,81,0.14,3,2025,1,4,0
PROD-001,2025-01-11,2,9,11,2,22,50,0.14,4,2025,1,5,1
PROD-001,2025-01-12,2,9,11,2,15,24,0.14,4,2025,1,6,1
PROD-001,2025-01-13,2,10,11,1,26,54,0.14,4,2025,1,0,0
PROD-001,2025-01-14,2,9,11,2,35,65,0.14,3,2025,1,1,0
PROD-001,2025-01-15,2,9,11,2,33,44,0.0,3,2025,1,2,0
PROD-001,2025-01-16,2,10,11,1,29,55,0.0,3,2025,1,3,0
PROD-001,2025-01-17,2,8,11,3,14,38,0.0,4,2025,1,4,0
PROD-001,2025-01-18,2,9,11,2,33,58,0.0,3,2025,1,5,1
PROD-001,2025-01-19,2,8,11,3,43,56,0.0,3,2025,1,6,1
PROD-001,2025-01-20,2,9,11,2,32,47,0.0,3,2025,1,0,0
PROD-001,2025-01-21,2,9,11,2,37,69,0.0,3,2025,1,1,0
PROD-001,2025-01-22,2,9,11,2,29,65,0.0,3,2025,1,2,0
PROD-001,2025-01-23,2,11,11,0,35,60,0.0,3,2025,1,3,0
PROD-001,2025-01-24,2,8,11,3,32,48,0.0,3,2025,1,4,0
PROD-001,2025-01-25,2,8,11,3,14,54,0.0,4,2025,1,5,1
PROD-001,2025-01-26,2,9,11,2,20,47,0.0,4,2025,1,6,1
PROD-001,2025-01-27,2,9,10,1,34,53,0.14,3,2025,1,0,0
PROD-001,2025-01-28,2,8,10,2,39,55,0.14,3,2025,1,1,0
PROD-001,2025-01-29,2,10,10,0,38,67,0.14,3,2025,1,2,0
PROD-001,2025-01-30,2,8,10,2,14,38,0.14,4,2025,1,3,0
PROD-001,2025-01-31,2,5,7,2,18,41,0.57,4,2025,1,4,0
PROD-001,2025-02-01,2,7,7,0,39,52,0.57,3,2025,2,5,1
PROD-001,2025-02-02,2,6,7,1,45,61,0.57,3,2025,2,6,1
PROD-001,2025-02-03,2,6,7,1,32,37,0.43,3,2025,2,0,0
PROD-001,2025-02-04,2,4,6,2,29,59,0.57,3,2025,2,1,0
PROD-001,2025-02-05,2,5,6,1,21,28,0.57,3,2025,2,2,0
PROD-001,2025-02-06,2,4,6,2,22,38,0.57,4,2025,2,3,0
PROD-001,2025-02-07,2,5,6,1,34,59,0.14,3,2025,2,4,0
PROD-001,2025-02-08,2,6,6,0,43,62,0.14,3,2025,2,5,1
PROD-001,2025-02-09,2,6,6,0,45,56,0.14,3,2025,2,6,1
PROD-001,2025-02-10,2,3,4,1,38,74,0.43,3,2025,2,0,0
PROD-001,2025-02-11,2,3,4,1,45,59,0.29,3,2025,2,1,0
PROD-001,2025-02-12,2,4,4,0,15,41,0.29,3,2025,2,2,0
PROD-001,2025-02-13,2,4,4,0,15,24,0.29,3,2025,2,3,0
PROD-001,2025-02-14,2,4,4,0,27,47,0.29,3,2025,2,4,0
PROD-001,2025-02-15,2,18,19,1,37,64,2.43,3,2025,2,5,1
PROD-001,2025-02-16,2,18,18,0,16,41,2.57,1,2025,2,6,1
PROD-001,2025-02-17,2,13,18,5,29,44,2.29,4,2025,2,0,0
PROD-001,2025-02-18,2,14,18,4,22,32,2.29,4,2025,2,1,0
PROD-001,2025-02-19,2,17,18,1,42,68,2.29,3,2025,2,2,0
PROD-001,2025-02-20,2,13,18,5,32,65,2.29,3,2025,2,3,0
PROD-001,2025-02-21,2,17,18,1,33,38,2.29,4,2025,2,4,0
PROD-001,2025-02-22,2,18,18,0,29,50,0.14,4,2025,2,5,1
PROD-001,2025-02-23,2,18,18,0,28,46,0.0,4,2025,2,6,1
PROD-001,2025-02-24,2,15,18,3,44,64,0.0,3,2025,2,0,0
PROD-001,2025-02-25,2,16,18,2,32,41,0.0,4,2025,2,1,0
PROD-001,2025-02-26,2,13,18,5,16,43,0.0,1,2025,2,2,0
PROD-001,2025-02-27,2,15,18,3,36,57,0.0,4,2025,2,3,0
PROD-001,2025-02-28,2,18,18,0,32,43,0.0,4,2025,2,4,0
PROD-001,2025-03-01,2,13,18,5,25,30,0.0,3,2025,3,5,1
PROD-001,2025-03-02,2,12,18,6,29,37,0.0,3,2025,3,6,1
PROD-001,2025-03-03,2,17,18,1,20,49,0.0,4,2025,3,0,0
PROD-001,2025-03-04,2,18,18,0,46,79,0.0,3,2025,3,1,0
PROD-001,2025-03-05,2,14,18,4,17,48,0.0,1,2025,3,2,0
PROD-001,2025-03-06,2,17,18,1,22,37,0.0,4,2025,3,3,0
PROD-001,2025-03-07,2,15,18,3,36,67,0.0,3,2025,3,4,0
PROD-001,2025-03-08,2,13,18,5,26,62,0.0,4,2025,3,5,1
PROD-001,2025-03-09,2,15,18,3,44,73,0.0,3,2025,3,6,1
PROD-001,2025-03-10,2,15,18,3,30,57,0.0,3,2025,3,0,0
PROD-001,2025-03-11,2,13,18,5,47,86,0.0,3,2025,3,1,0
PROD-001,2025-03-12,2,17,18,1,17,46,0.0,1,2025,3,2,0
PROD-001,2025-03-13,2,12,18,6,16,27,0.0,1,2025,3,3,0
PROD-001,2025-03-14,2,16,18,2,31,66,0.0,4,2025,3,4,0
PROD-001,2025-03-15,2,16,18,2,27,46,0.0,4,2025,3,5,1
PROD-001,2025-03-16,2,16,18,2,30,45,0.0,4,2025,3,6,1
PROD-001,2025-03-17,2,13,18,5,29,62,0.0,3,2025,3,0,0
PROD-001,2025-03-18,2,18,18,0,36,45,0.0,3,2025,3,1,0
PROD-001,2025-03-19,2,12,18,6,19,26,0.0,4,2025,3,2,0
PROD-001,2025-03-20,2,18,18,0,32,55,0.0,3,2025,3,3,0
PROD-001,2025-03-21,2,13,18,5,21,27,0.0,4,2025,3,4,0
PROD-001,2025-03-22,2,14,18,4,37,62,0.0,3,2025,3,5,1
PROD-001,2025-03-23,2,17,18,1,16,37,0.0,1,2025,3,6,1
PROD-001,2025-03-24,2,14,18,4,24,35,0.0,4,2025,3,0,0
PROD-001,2025-03-25,2,13,18,5,34,43,0.0,3,2025,3,1,0
PROD-001,2025-03-26,2,13,18,5,30,56,0.0,4,2025,3,2,0
PROD-001,2025-03-27,2,12,18,6,43,58,0.0,3,2025,3,3,0
PROD-001,2025-03-28,2,18,18,0,37,66,0.0,3,2025,3,4,0
PROD-001,2025-03-29,2,17,18,1,23,38,0.0,4,2025,3,5,1
PROD-001,2025-03-30,2,12,15,3,28,37,0.43,3,2025,3,6,1
PROD-001,2025-03-31,2,14,15,1,19,59,0.43,4,2025,3,0,0
PROD-001,2025-04-01,2,15,15,0,41,51,0.43,3,2025,4,1,0
PROD-001,2025-04-02,2,12,15,3,13,39,0.43,1,2025,4,2,0
PROD-001,2025-04-03,2,12,15,3,21,56,0.43,4,2025,4,3,0
PROD-001,2025-04-04,2,14,15,1,23,29,0.43,4,2025,4,4,0
PROD-001,2025-04-05,2,12,14,2,46,78,0.57,3,2025,4,5,1
PROD-001,2025-04-06,2,14,14,0,28,43,0.14,3,2025,4,6,1
PROD-001,2025-04-07,2,14,14,0,25,57,0.14,3,2025,4,0,0
PROD-001,2025-04-08,2,12,14,2,28,43,0.14,4,2025,4,1,0
PROD-001,2025-04-09,2,10,14,4,14,22,0.14,1,2025,4,2,0
PROD-001,2025-04-10,2,10,14,4,25,36,0.14,4,2025,4,3,0
PROD-001,2025-04-11,2,14,14,0,35,61,0.14,3,2025,4,4,0
PROD-001,2025-04-12,2,12,14,2,33,51,0.0,4,2025,4,5,1
PROD-001,2025-04-13,2,12,14,2,29,46,0.0,3,2025,4,6,1
PROD-001,2025-04-14,2,11,14,3,35,66,0.0,3,2025,4,0,0
PROD-001,2025-04-15,2,10,14,4,43,83,0.0,3,2025,4,1,0
PROD-001,2025-04-16,2,10,14,4,13,52,0.0,1,2025,4,2,0
PROD-001,2025-04-17,2,11,14,3,18,39,0.0,4,2025,4,3,0
PROD-001,2025-04-18,2,13,14,1,23,46,0.0,3,2025,4,4,0
PROD-001,2025-04-19,2,10,14,4,20,44,0.0,4,2025,4,5,1
PROD-001,2025-04-20,2,11,14,3,27,47,0.0,4,2025,4,6,1
PROD-001,2025-04-21,2,12,14,2,37,48,0.0,3,2025,4,0,0
PROD-001,2025-04-22,2,13,14,1,18,26,0.0,4,2025,4,1,0
PROD-001,2025-04-23,2,14,14,0,46,76,0.0,3,2025,4,2,0
PROD-001,2025-04-24,2,12,14,2,36,76,0.0,3,2025,4,3,0
PROD-001,2025-04-25,2,13,14,1,26,62,0.0,3,2025,4,4,0
PROD-001,2025-04-26,2,11,14,3,14,28,0.0,1,2025,4,5,1
PROD-001,2025-04-27,2,12,14,2,19,27,0.0,4,2025,4,6,1
PROD-001,2025-04-28,2,13,14,1,20,48,0.0,4,2025,4,0,0
PROD-001,2025-04-29,2,14,14,0,42,47,0.0,3,2025,4,1,0
PROD-001,2025-04-30,2,12,14,2,28,60,0.0,4,2025,4,2,0
PROD-001,2025-05-01,2,12,14,2,34,44,0.0,3,2025,5,3,0
PROD-001,2025-05-02,2,10,14,4,26,49,0.0,3,2025,5,4,0
PROD-001,2025-05-03,2,13,14,1,44,79,0.0,3,2025,5,5,1
PROD-001,2025-05-04,2,13,14,1,41,58,0.0,3,2025,5,6,1
PROD-001,2025-05-05,2,10,14,4,26,37,0.0,3,2025,5,0,0
PROD-001,2025-05-06,2,11,14,3,24,30,0.0,3,2025,5,1,0
PROD-001,2025-05-07,2,11,14,3,37,55,0.0,3,2025,5,2,0
PROD-001,2025-05-08,2,8,12,4,37,52,0.29,3,2025,5,3,0
PROD-001,2025-05-09,2,10,12,2,17,40,0.29,4,2025,5,4,0
PROD-001,2025-05-10,2,12,12,0,47,57,0.29,3,2025,5,5,1
PROD-001,2025-05-11,2,9,12,3,43,78,0.29,3,2025,5,6,1
PROD-001,2025-05-12,2,12,12,0,46,58,0.29,3,2025,5,0,0
PROD-001,2025-05-13,2,11,12,1,22,46,0.29,4,2025,5,1,0
PROD-001,2025-05-14,2,11,12,1,30,60,0.29,3,2025,5,2,0
PROD-001,2025-05-15,2,9,12,3,40,75,0.0,3,2025,5,3,0
PROD-001,2025-05-16,2,10,12,2,29,65,0.0,3,2025,5,4,0
PROD-001,2025-05-17,2,11,12,1,13,34,0.0,4,2025,5,5,1
PROD-001,2025-05-18,2,12,12,0,20,30,0.0,4,2025,5,6,1
PROD-001,2025-05-19,2,10,12,2,32,71,0.0,3,2025,5,0,0
PROD-001,2025-05-20,2,9,12,3,17,46,0.0,4,2025,5,1,0
PROD-001,2025-05-21,2,11,12,1,21,37,0.0,4,2025,5,2,0
PROD-001,2025-05-22,2,9,12,3,26,54,0.0,3,2025,5,3,0
PROD-001,2025-05-23,2,10,12,2,35,64,0.0,3,2025,5,4,0
PROD-001,2025-05-24,2,10,12,2,46,74,0.0,3,2025,5,5,1
PROD-001,2025-05-25,2,10,12,2,38,54,0.0,3,2025,5,6,1
PROD-001,2025-05-26,2,8,12,4,30,63,0.0,3,2025,5,0,0
PROD-001,2025-05-27,2,8,12,4,29,36,0.0,3,2025,5,1,0
PROD-001,2025-05-28,2,12,12,0,49,70,0.0,3,2025,5,2,0
PROD-001,2025-05-29,2,10,12,2,32,65,0.0,3,2025,5,3,0
PROD-001,2025-05-30,2,10,12,2,13,47,0.0,4,2025,5,4,0
PROD-001,2025-05-31,2,8,9,1,37,58,0.43,3,2025,5,5,1
PROD-001,2025-06-01,2,9,9,0,33,52,0.43,3,2025,6,6,1
PROD-001,2025-06-02,2,9,9,0,37,59,0.43,3,2025,6,0,0
PROD-001,2025-06-03,2,6,9,3,24,32,0.43,3,2025,6,1,0
PROD-001,2025-06-04,2,7,9,2,36,50,0.43,3,2025,6,2,0
PROD-001,2025-06-05,2,8,9,1,27,38,0.43,3,2025,6,3,0
PROD-001,2025-06-06,2,6,9,3,25,35,0.43,3,2025,6,4,0
PROD-001,2025-06-07,2,7,9,2,39,66,0.0,3,2025,6,5,1
PROD-001,2025-06-08,2,6,8,2,35,74,0.14,3,2025,6,6,1
PROD-001,2025-06-09,2,5,5,0,34,65,0.57,3,2025,6,0,0
PROD-001,2025-06-10,2,4,5,1,20,39,0.57,3,2025,6,1,0
